,source,tweets_text,bias,text
1276,@TheIJR,"""i believe i can do the job. i’ve been able to do the job.""

https://t.co/oywjr9rv7i",-0.5,`` believe job . ’ able job . ''
1277,@TheIJR,"what do you think the investigation will reveal?

https://t.co/qkhk0towbq",-0.5,think investigation reveal ?
1278,@TheIJR,"how does this make you feel?

https://t.co/utrylqrsxf",-0.5,make feel ?
1279,@TheIJR,"“she is the one steering the divorce.”

https://t.co/oojgzw9rv7",-0.5,“ one steering divorce . ”
1280,@TheIJR,"what do you think of these accusations?

https://t.co/ngwuquohxn",-0.5,think accusations ?
1281,@TheIJR,“we are greatly saddened by the untimely passing of pfc. javier pong as he pursued his journey to become a united s… https://t.co/fkibx12ife,-0.5,“ greatly saddened untimely passing pfc . javier pong pursued journey become united s…
1282,@TheIJR,"""i take responsibility.""

https://t.co/med9p0i69y",-0.5,`` take responsibility . ''
1283,@TheIJR,"""whenever i am afraid, i will trust in you. i will trust in you. let the weak say, ‘i am strong in the strength of… https://t.co/lwuc1g9mjt",-0.5,"`` whenever afraid , trust . trust . let weak say , ‘ strong strength of…"
1284,@TheIJR,"“we almost lost a couple of firefighters, they tell me.""

https://t.co/70ebz8era9",-0.5,"“ almost lost couple firefighters , tell . ''"
1285,@TheIJR,"what do you think about this?

https://t.co/ysr6yxn9d6",-0.5,think ?
1286,@TheIJR,"""i don’t know how the woman gets out of bed and faces the world.""

https://t.co/uxmdcen8ff",-0.5,`` ’ know woman gets bed faces world . ''
1287,@TheIJR,"“this is a black eye for rivian.""

https://t.co/oyqfiwxk0i",-0.5,“ black eye rivian . ''
1288,@TheIJR,"“we plan to get this work underway as quickly as possible.""

https://t.co/pofmphnc3c",-0.5,“ plan get work underway quickly possible . ''
1289,@TheIJR,"""we should hope and encourage more people that have any kind of disability — something very minor or something more… https://t.co/vpi8gdziyb",-0.5,`` hope encourage people kind disability — something minor something more…
1290,@TheIJR,"“those children were everything to them, and they just have a really long journey ahead.”

https://t.co/6ppwcglxc7",-0.5,"“ children everything , really long journey ahead . ”"
1291,@TheIJR,"""i’m worried about him surviving this ordeal without a heart attack or stroke.”

https://t.co/5szu14cf7i",-0.5,`` ’ worried surviving ordeal without heart attack stroke . ”
1292,@TheIJR,"""we saw a bunch of police vehicles here, and we came to our vehicle, and the driver’s side windshield was smashed i… https://t.co/d5ozsmwbli",-0.5,"`` saw bunch police vehicles , came vehicle , driver ’ side windshield smashed i…"
1293,@TheIJR,"did you watch the debate?

https://t.co/qjugg0v6uq",-0.5,watch debate ?
1294,@TheIJR,"what do you think will come from this?

https://t.co/rcehgzd10c",-0.5,think come ?
1295,@TheIJR,"“no, no, i won’t be asking the president to come in.""

https://t.co/a7fevusqwp",-0.5,"“ , , ’ asking president come . ''"
1296,@TheIJR,"“unfortunately, he used ‘the shop’ to reiterate more hate speech and extremely dangerous stereotypes.""

https://t.co/pydtti54jv",-0.5,"“ unfortunately , used ‘ shop ’ reiterate hate speech extremely dangerous stereotypes . ''"
1297,@TheIJR,"“he’s only 23, so he’s really young for something like that to happen to him.""

https://t.co/w9edpnxxlg",-0.5,"“ ’ 23 , ’ really young something like happen . ''"
1298,@TheIJR,"“it’s dad. i called to tell you i love you. i love you more than the whole world, pal.""

https://t.co/xmkkx4dxer",-0.5,"“ ’ dad . called tell love . love whole world , pal . ''"
1299,@TheIJR,"“biden didn’t address the criminal charges at all.""

https://t.co/z22ihzscyv",-0.5,“ biden ’ address criminal charges . ''
1300,@TheIJR,"“you can’t be in a committed relationship with someone who is inconsistent with you.""

https://t.co/wnbsdrnkac",-0.5,“ ’ committed relationship someone inconsistent . ''
1301,@TheIJR,"what do you think is in the bag?

https://t.co/xgw8o1gkxw",-0.5,think bag ?
1302,@TheIJR,"""i think i want to retire early, i don’t, i don’t want to mess with this stuff.""

https://t.co/8efxneuajk",-0.5,"`` think want retire early , ’ , ’ want mess stuff . ''"
1303,@TheIJR,"did you happen to catch the interview?

https://t.co/efuejs97jm",-0.5,happen catch interview ?
1304,@TheIJR,"“we will always be checking candy now. not going to let anything slide.”

https://t.co/vu99laqtic",-0.5,“ always checking candy . going let anything slide . ”
1305,@TheIJR,"“well, they’re concerned about whether or not i can get anything done. look what i’ve gotten done.""

https://t.co/unywnghuyz",-0.5,"“ well , ’ concerned whether get anything done . look ’ gotten done . ''"
1306,@TheIJR,"""11 life advocates are facing draconian penalties and federal prosecution.”

https://t.co/bzhtifk6fl",-0.5,`` 11 life advocates facing draconian penalties federal prosecution . ”
1307,@TheIJR,"""customs and border protection is responding and going through the process to determine the admissibility of these… https://t.co/hxqva6k1x5",-0.5,`` customs border protection responding going process determine admissibility these…
1308,@TheIJR,"""she lived a good, long life as we were all blessed to bask in her light.""

https://t.co/pnsd77mmsx",-0.5,"`` lived good , long life blessed bask light . ''"
1309,@TheIJR,"how do you feel about this?

https://t.co/r3ddl0glha",-0.5,feel ?
1310,@TheIJR,"""i mean, she is a catastrophe.”

https://t.co/9d2a1qz3mz",-0.5,"`` mean , catastrophe . ”"
1311,@TheIJR,"""i’m proud of my son."" https://t.co/z2hyw92nmg",-0.5,`` ’ proud son . ''
1312,@TheIJR,"""javier was a faithful christian who attended church every sunday and wednesday and was involved in church activiti… https://t.co/eitd9a6w7f",-0.5,`` javier faithful christian attended church every sunday wednesday involved church activiti…
1313,@TheIJR,"""i can promise you those children were her world, and if there was any inkling of danger, she would have never had… https://t.co/vapuv7xycl",-0.5,"`` promise children world , inkling danger , would never had…"
1314,@TheIJR,"""you know, we’re trying to have our cake and eat it too."" https://t.co/ujewe5jqnu",-0.5,"`` know , ’ trying cake eat . ''"
1315,@TheIJR,"""this was a case of ambition that crossed the line into criminal conduct."" https://t.co/foeklfpfy2",-0.5,`` case ambition crossed line criminal conduct . ''
1316,@TheIJR,"“jd didn’t just win the debate, he just ended this man’s entire career.” https://t.co/kgyu1q3qlv",-0.5,"“ jd ’ win debate , ended man ’ entire career . ”"
1317,@TheIJR,“i can no longer remain in today’s democratic party that is now under the complete control of an elitist cabal of w… https://t.co/7d7ge00i5h,-0.5,“ longer remain today ’ democratic party complete control elitist cabal w…
1318,@TheIJR,"“troy aikman really needs to find a non-misogynistic way to critique the call besides ‘take the dresses off’.""

https://t.co/34a3rqd0h1",-0.5,“ troy aikman really needs find non-misogynistic way critique call besides ‘ take dresses ’ . ''
1319,@TheIJR,"what did you think of the video?

https://t.co/s9dxj4eneh",-0.5,think video ?
1320,@TheIJR,"“please give me my points. they’re mine. i earned them. i paid for them.""

https://t.co/mqvqvacwxv",-0.5,“ please give points . ’ mine . earned . paid . ''
1321,@TheIJR,"“the scriptures clearly teach that life is sacred from conception until natural death.""

https://t.co/x5podt343j",-0.5,“ scriptures clearly teach life sacred conception natural death . ''
1322,@TheIJR,"""our costs to drive the car and fuel up those cars is going to cost even more than gas at $3.50 a gallon.""

https://t.co/byibeyrupt",-0.5,`` costs drive car fuel cars going cost even gas $ 3.50 gallon . ''
1323,@TheIJR,"what do you think of depp's new look?

https://t.co/jwrhnhwlvm",-0.5,think depp 's new look ?
1324,@TheIJR,"""i think the air went out of that balloon.""

https://t.co/rc0ibott0f",-0.5,`` think air went balloon . ''
1325,@TheIJR,"farmers were quick to disapprove of the plan.

https://t.co/rp4l7avtfq",-0.5,farmers quick disapprove plan .
1326,@TheIJR,"“this is a black eye for rivian.""

https://t.co/gvmee4olkb",-0.5,“ black eye rivian . ''
1327,@TheIJR,"“who wants to tell him?”

https://t.co/whmc8loxej",-0.5,“ wants tell ? ”
1328,@TheIJR,"""i mean, this is ridiculous!""

https://t.co/bbwiy4bzni",-0.5,"`` mean , ridiculous ! ''"
1329,@TheIJR,"what do you think about this video?

https://t.co/1zy5a9ioie",-0.5,think video ?
1330,@TheIJR,"“football is not the superficial land of fashion. those fans can’t be bought.”

https://t.co/vx4bfhk0th",-0.5,“ football superficial land fashion . fans ’ bought . ”
1331,@TheIJR,"""way past time to end such sports talk.”

https://t.co/rzn8mk870e",-0.5,`` way past time end sports talk . ”
1332,@TheIJR,"“ron desantis answered my prayers.""

https://t.co/cpiupfcixy",-0.5,“ ron desantis answered prayers . ''
1333,@TheIJR,"""let’s tear down all of the walls that still separate us from one another.”

https://t.co/cul0qv4wet",-0.5,`` let ’ tear walls still separate us one another . ”
1334,@TheIJR,"""i made a decision to get behind the wheel of a car after drinking at a local function.""

https://t.co/6rorce5hq4",-0.5,`` made decision get behind wheel car drinking local function . ''
1335,@TheIJR,"“the office is undertaking an internal review of the incident.""

https://t.co/qaxx98rcek",-0.5,“ office undertaking internal review incident . ''
1336,@TheIJR,"""i’m so sorry.”

https://t.co/xrjgjiwmq5",-0.5,`` ’ sorry . ”
1337,@TheIJR,"""how are we to know what is a ‘son?’ it is 2022. read a book and cool it with your transphobic tweets.”

https://t.co/xbe6ujygmm",-0.5,`` know ‘ son ? ’ 2022. read book cool transphobic tweets . ”
1338,@TheIJR,"""i choose to let the teachings of jesus instruct me about how to apply my faith.”

https://t.co/nachu9h3hj",-0.5,`` choose let teachings jesus instruct apply faith . ”
1339,@TheIJR,"""i would be wrong not to sound the alarm and warn you to protect your children."" https://t.co/qreozgphs0",-0.5,`` would wrong sound alarm warn protect children . ''
1340,@TheIJR,"""i can no longer remain in today’s democratic party that is now under the complete control of an elitist cabal of w… https://t.co/gbaflfyibd",-0.5,`` longer remain today ’ democratic party complete control elitist cabal w…
1341,@TheIJR,"“they don’t understand, they really don’t understand.” https://t.co/18hm0tchqs",-0.5,"“ ’ understand , really ’ understand . ”"
1342,@TheIJR,"""i paid for them."" https://t.co/x5ph2ul27s",-0.5,`` paid . ''
1343,@TheIJR,the crowd reacted to the clips with a chant of just four words. https://t.co/t8qwwp5mae,-0.5,crowd reacted clips chant four words .
1344,@TheIJR,"""you gotta get some help."" https://t.co/szocrqrmzf",-0.5,`` got ta get help . ''
1345,@TheIJR,"“think about the challenge that biden faces.""

https://t.co/6svovwiamz",-0.5,“ think challenge biden faces . ''
1346,@TheIJR,"thoughts?

https://t.co/kbdpqoj1ot",-0.5,thoughts ?
1347,@TheIJR,"what is your opinion on the new tank?

https://t.co/q1sjgqa8wf",-0.5,opinion new tank ?
1348,@TheIJR,"""clearly, kamala has forgotten her legacy in california.""

https://t.co/9gqyihaz3e",-0.5,"`` clearly , kamala forgotten legacy california . ''"
1349,@TheIJR,"talk about a swing and a miss.

https://t.co/9iq0r6klfa",-0.5,talk swing miss .
1350,@TheIJR,"""his understanding of queer history on screen had momentarily escaped him.”

https://t.co/6kzsrbszcl",-0.5,`` understanding queer history screen momentarily escaped . ”
1351,@TheIJR,"“it’s disgusting, it really is.""

https://t.co/g3wjrjsdaq",-0.5,"“ ’ disgusting , really . ''"
1352,@TheIJR,"""he’s going to get a good smear story out of it.""

https://t.co/u9xjoe2gjg",-0.5,`` ’ going get good smear story . ''
1353,@TheIJR,"what did you think about what she said?

https://t.co/fcdwdlntp9",-0.5,think said ?
1354,@TheIJR,"“we have greater concerns on 2023 production expectations.""

https://t.co/rtsda040d9",-0.5,“ greater concerns 2023 production expectations . ''
1355,@TheIJR,"did you see the game?

https://t.co/k291igqjyw",-0.5,see game ?
1356,@TheIJR,"""you’re going to have to go to prison.”

https://t.co/ftjrnqhkyu",-0.5,`` ’ going go prison . ”
1357,@TheIJR,"did you see this particular episode of snl?

https://t.co/6if8sypdvt",-0.5,see particular episode snl ?
1358,@TheIJR,"“the unspoken elephant in the room is the absence of the king’s younger son.""

https://t.co/nylhhycopn",-0.5,“ unspoken elephant room absence king ’ younger son . ''
1359,@TheIJR,"""the fans are people with daughters and sons who have hope for realistic role models for their children.”

https://t.co/02ouxqrczl",-0.5,`` fans people daughters sons hope realistic role models children . ”
1360,@TheIJR,"""it was incredibly challenging around here.”

https://t.co/tvwixr4jpu",-0.5,`` incredibly challenging around . ”
1361,@TheIJR,“we are drawing attention to critical supply chains in clean energy — highlighting china’s use of forced labor in p… https://t.co/nmccfoel7f,-0.5,“ drawing attention critical supply chains clean energy — highlighting china ’ use forced labor p…
1362,@TheIJR,"""we have a great project in development with tom … taking a rocket up to the space station and shooting.”

https://t.co/s0bgiekm4k",-0.5,`` great project development tom … taking rocket space station shooting . ”
1363,@TheIJR,"“the abramsx’s hybrid power pack supports the u.s. army’s climate and electrification strategies.""

https://t.co/zozdazkdxa",-0.5,“ abramsx ’ hybrid power pack supports u.s. army ’ climate electrification strategies . ''
1364,@TheIJR,"""i believe that the democratic party needs new leaders.""

https://t.co/gfld1dhs4l",-0.5,`` believe democratic party needs new leaders . ''
1365,@TheIJR,"she was simply making fun of the president.
https://t.co/b1izscn6sd",-0.5,simply making fun president .
1366,@TheIJR,"what do you think about this policy?

https://t.co/zjplovd3ao",-0.5,think policy ?
1367,@TheIJR,"""it showed up at our front doorstep.""

https://t.co/ddvhugu39w",-0.5,`` showed front doorstep . ''
1368,@TheIJR,"""this is unbelievable.""

https://t.co/mkwqczvvs7",-0.5,`` unbelievable . ''
1369,@TheIJR,"""we are also changing — y’all might of heard that his week — the federal government’s approach to marijuana.”

https://t.co/icuaqbi9os",-0.5,`` also changing — ’ might heard week — federal government ’ approach marijuana . ”
1370,@TheIJR,"thoughts?

https://t.co/2jlfm0cabt",-0.5,thoughts ?
1371,@TheIJR,"""kanye west, who is threatening the extinction of jewish americans.""
https://t.co/im6bohm0wu",-0.5,"`` kanye west , threatening extinction jewish americans . ''"
1372,@TheIJR,"""if we determine a tweet contains misleading or disputed information per our policies that could lead to harm, we m… https://t.co/ezeuzmppon",-0.5,"`` determine tweet contains misleading disputed information per policies could lead harm , m…"
1373,@TheIJR,"""i have met with john fetterman, and i personally like him."" https://t.co/pniibwm6il",-0.5,"`` met john fetterman , personally like . ''"
1374,@TheIJR,"“it was never our intention to marginalize a language or a young person’s learning skills.""

https://t.co/xgxxx2qfpk",-0.5,“ never intention marginalize language young person ’ learning skills . ''
1375,@TheIJR,"“no one wants to support a movie at the point of a bayonet.”

https://t.co/md5uyxbju7",-0.5,“ one wants support movie point bayonet . ”
1376,@TheIJR,"“the guy who can’t count to 3 is in charge of stopping nuclear war.""

https://t.co/pxmot8hrtc",-0.5,“ guy ’ count 3 charge stopping nuclear war . ''
1377,@TheIJR,"“this search also produced no responsive records.""

https://t.co/h1sg9kct8g",-0.5,“ search also produced responsive records . ''
1378,@TheIJR,"“it just sucks that he thanked me yet the vaccine mandate is what’s kicking me out.""

https://t.co/a9ifzrwhlw",-0.5,“ sucks thanked yet vaccine mandate ’ kicking . ''
1379,@TheIJR,"""lightning struck and we lost an awful lot of it.”

https://t.co/4ivcgdzpxp",-0.5,`` lightning struck lost awful lot . ”
1380,@TheIJR,"""ron desantis face shows what we all feel.""

https://t.co/pn0ndflu4g",-0.5,`` ron desantis face shows feel . ''
1381,@TheIJR,"""high five your editors for your super pwnage.""

https://t.co/h5ftishum3",-0.5,`` high five editors super pwnage . ''
1382,@TheIJR,"do you remember this?

https://t.co/qrkeknr8h9",-0.5,remember ?
1383,@TheIJR,"do you think he will win re-election?

https://t.co/sgvijo8zbn",-0.5,think win re-election ?
1384,@TheIJR,"“there are a couple of people whose names get mentioned.""

https://t.co/yt7strbiqo",-0.5,“ couple people whose names get mentioned . ''
1385,@TheIJR,"“the protectee was transferred to a secondary vehicle, and the motorcade continued to its destination.""

https://t.co/qepvqhkrcs",-0.5,"“ protectee transferred secondary vehicle , motorcade continued destination . ''"
1386,@TheIJR,"what do you think about this decision?

https://t.co/azoorlepri",-0.5,think decision ?
1387,@TheIJR,"“words have many meanings, and sometimes instead of conveying our meaning, they can suggest other meanings.""

https://t.co/8lxmldqzyp",-0.5,"“ words many meanings , sometimes instead conveying meaning , suggest meanings . ''"
1388,@TheIJR,"what do you think about her story?

https://t.co/kqz5fdv5pr",-0.5,think story ?
1389,@TheIJR,"does doocy have a point?

https://t.co/9z0ssnfqz9",-0.5,doocy point ?
1390,@TheIJR,"“what a photo.”

https://t.co/io1kqe4nxh",-0.5,“ photo . ”
1391,@TheIJR,"“we need you all to move!""

https://t.co/dd6nx634n9",-0.5,“ need move ! ''
1392,@TheIJR,"""that’s how he got in.""

https://t.co/cpsedfwinw",-0.5,`` ’ got . ''
1393,@TheIJR,"“i don’t understand.""

https://t.co/tpd1kovwso",-0.5,“ ’ understand . ''
1394,@TheIJR,"what do you think about this? 

https://t.co/tfhbjhulfn",-0.5,think ?
1395,@TheIJR,"“representative jackie are you here? where’s jackie?”

https://t.co/tugamv8o3b",-0.5,“ representative jackie ? ’ jackie ? ”
1396,@TheIJR,"what do you think about the show 'outnumbered'?

https://t.co/gbbxyrofnx",-0.5,think show 'outnumbered ' ?
1397,@TheIJR,"""shut up right now and answer one other question.”

https://t.co/201k6rfdrt",-0.5,`` shut right answer one question . ”
1398,@TheIJR,"“you go down this way.”

https://t.co/uebbycof8q",-0.5,“ go way . ”
1399,@TheIJR,"“you’ve really fallen off, bro.""

https://t.co/xplf70s8z0",-0.5,"“ ’ really fallen , bro . ''"
1400,@TheIJR,"""i realized that it was real. and i thought, ‘wow.'”

https://t.co/s7qa4gicoj",-0.5,"`` realized real . thought , ‘ wow . ' ”"
1401,@TheIJR,"“they thought that the village or town knew about it and we knew nothing.""

https://t.co/ugyhht0cp4",-0.5,“ thought village town knew knew nothing . ''
1402,@TheIJR,"“we need to look at reality for what it is.”

https://t.co/hqmr7nlmpu",-0.5,“ need look reality . ”
1403,@TheIJR,"“the unspoken elephant in the room is the absence of the king’s younger son.""

https://t.co/jfk0pz76mn",-0.5,“ unspoken elephant room absence king ’ younger son . ''
1404,@TheIJR,"“my understanding is that elon musk was not prepared to do either one and said, ‘no, the deal’s the deal.'”

https://t.co/vgtftqpr5e",-0.5,"“ understanding elon musk prepared either one said , ‘ , deal ’ deal . ' ”"
1405,@TheIJR,"“life comes at you pretty fast …”

https://t.co/vlebcmvcfa",-0.5,“ life comes pretty fast … ”
1406,@TheIJR,"“no pistons, no cams, no cranks, no nothing.""

https://t.co/nimntajult",-0.5,"“ pistons , cams , cranks , nothing . ''"
1407,@TheIJR,"“so i said ‘no, you know what, i’m not ready.’”

https://t.co/11gardb6gu",-0.5,"“ said ‘ , know , ’ ready . ’ ”"
1408,@TheIJR,"“well, we gave $900,000 to that and i’d like my money back please.”

https://t.co/zyiexavdbl",-0.5,"“ well , gave $ 900,000 ’ like money back please . ”"
1409,@TheIJR,"""this comes 24 hours after he is talking about nuclear armageddon. sleep well everyone.""
https://t.co/7kpl074d13",-0.5,`` comes 24 hours talking nuclear armageddon . sleep well everyone . ''
1410,@TheIJR,"did you enjoy listening to her music?

https://t.co/ystsbjkclu",-0.5,enjoy listening music ?
1411,@TheIJR,"""we have to fix this right now.”

https://t.co/0e6yqrgihh",-0.5,`` fix right . ”
1412,@TheIJR,"“the real lesson of ‘bros’: it’s ok to let gay art bomb.”

https://t.co/1qcit2bphn",-0.5,“ real lesson ‘ bros ’ : ’ ok let gay art bomb . ”
1413,@TheIJR,"“the district remains committed to resolving issues with verifiable evidence.""

https://t.co/tvz6mpwn9h",-0.5,“ district remains committed resolving issues verifiable evidence . ''
1414,@TheIJR,"""i am not interested in that movie.""

https://t.co/lqwrywr0zh",-0.5,`` interested movie . ''
1415,@TheIJR,"“i’ve never seen anything like this before.""

https://t.co/avwncvfihb",-0.5,“ ’ never seen anything like . ''
1416,@TheIJR,"“this is gross dereliction of duty and, if not corrected swiftly, could provide grounds for impeachment.""

https://t.co/41unj1iluc",-0.5,"“ gross dereliction duty , corrected swiftly , could provide grounds impeachment . ''"
1417,@TheIJR,"“no one should be in jail just for using or possessing marijuana.""

https://t.co/z9wcdk0sgj",-0.5,“ one jail using possessing marijuana . ''
1418,@TheIJR,"“ben sasse leaving the us senate is a good thing.""

https://t.co/g4zjmxgeoq",-0.5,“ ben sasse leaving us senate good thing . ''
1419,@TheIJR,"""it appears opec+ has done just that.""

https://t.co/dfvtiwhkr4",-0.5,`` appears opec+ done . ''
1420,@TheIJR,"“i knew that he was not mentally capable of presenting himself as his own attorney.""

https://t.co/lioy7pwcrv",-0.5,“ knew mentally capable presenting attorney . ''
1421,@TheIJR,"“the adidas yeezy partnership is one of the most successful collaborations in our industry’s history.”

https://t.co/f27qup114c",-0.5,“ adidas yeezy partnership one successful collaborations industry ’ history . ”
1422,@TheIJR,"what do you think about this story?

https://t.co/64o7siofql",-0.5,think story ?
1423,@TheIJR,"""i haven’t seen evidence of that.""

https://t.co/tegce8hdug",-0.5,`` ’ seen evidence . ''
1424,@TheIJR,"""the lightweight senator from the great state of nebraska, will be resigning.""

https://t.co/eiyhpugj8c",-0.5,"`` lightweight senator great state nebraska , resigning . ''"
1425,@TheIJR,"""as part of that settlement, our case will be dismissed.”

https://t.co/39qy5rpfir",-0.5,"`` part settlement , case dismissed . ”"
1426,@TheIJR,"“he’s not joking when he talks about potential use of tactical nuclear weapons or biological or chemical weapons.""

https://t.co/tqbywzqacb",-0.5,“ ’ joking talks potential use tactical nuclear weapons biological chemical weapons . ''
1427,@TheIJR,"""remember, you can never be woke enough so it's always better not to try.""

https://t.co/9zzmgufgbc",-0.5,"`` remember , never woke enough 's always better try . ''"
1428,@TheIJR,"would you be interested in attending this?

https://t.co/sjbz4ggr4o",-0.5,would interested attending ?
1429,@TheIJR,"'at any rate, a little more transparency would be nice.' https://t.co/rspaqstq8f",-0.5,"'at rate , little transparency would nice . '"
1430,@TheIJR,would you want desantis to run for president? https://t.co/4rlrpvn1kl,-0.5,would want desantis run president ?
1431,@TheIJR,"""you know, she has really got one interest."" https://t.co/jfk0pz76mn",-0.5,"`` know , really got one interest . ''"
1432,@TheIJR,a bitter family feud has developed. https://t.co/y0kcm6gjzd,-0.5,bitter family feud developed .
1433,@TheIJR,"what do you think will happen?

https://t.co/yhlo1asbmb",-0.5,think happen ?
1434,@TheIJR,"“bg is at her absolute weakest moment in life right now.""

https://t.co/eb1bjgbue5",-0.5,“ bg absolute weakest moment life right . ''
1435,@TheIJR,"how do you feel about the photo?

https://t.co/etftxpsc1q",-0.5,feel photo ?
1436,@TheIJR,"“the majority of people i know in my life are democrats, and i do not know any who do not own guns.""

https://t.co/yihrrtlcdb",-0.5,"“ majority people know life democrats , know guns . ''"
1437,@TheIJR,"""he was always saying ‘are you actually helping me or have you become one of them?'”

https://t.co/rutwbyutvi",-0.5,`` always saying ‘ actually helping become one ? ' ”
1438,@TheIJR,"do you think he will be coming back?

https://t.co/itljzfvhqw",-0.5,think coming back ?
1439,@TheIJR,"""ron desantis face shows what we all feel.""

https://t.co/d0ulzanqyj",-0.5,`` ron desantis face shows feel . ''
1440,@TheIJR,"""just an observation.""

https://t.co/nfzjzyjnas",-0.5,`` observation . ''
1441,@TheIJR,"what do you think about his remark?

https://t.co/k4k0ncqxti",-0.5,think remark ?
1442,@TheIJR,"“this is a very sad day for minnesota’s second district.""

https://t.co/qmauxd20ix",-0.5,“ sad day minnesota ’ second district . ''
1443,@TheIJR,"“during a protective movement monday, a vehicle in a motorcade had a minor overcorrection and struck a curb.""

https://t.co/ppdmdd3l5s",-0.5,"“ protective movement monday , vehicle motorcade minor overcorrection struck curb . ''"
1444,@TheIJR,"“i am deeply concerned by this blatant conflict of interest and its massive national security implications.”

https://t.co/cd5yn8mqx7",-0.5,“ deeply concerned blatant conflict interest massive national security implications . ”
1445,@TheIJR,"“we don’t see the irs in the constitution.""

https://t.co/pbu4ujplhk",-0.5,“ ’ see irs constitution . ''
1446,@TheIJR,"""anna is thrilled to be getting out so she can focus on appealing her wrongful conviction.”

https://t.co/dlmj7mu3p7",-0.5,`` anna thrilled getting focus appealing wrongful conviction . ”
1447,@TheIJR,"""i am so proud of how strong, courageous, resilient and unbreakable you are.""

https://t.co/ct03utfqqq",-0.5,"`` proud strong , courageous , resilient unbreakable . ''"
1448,@TheIJR,"“it is a federal felony for a federal agent to leak information about a grand jury investigation such as this one.”

https://t.co/5dnizlepix",-0.5,“ federal felony federal agent leak information grand jury investigation one . ”
1449,@TheIJR,"“here’s my latest response when people ask me why i made a tee that says white lives matter.""

https://t.co/gbn4pxtjkw",-0.5,“ ’ latest response people ask made tee says white lives matter . ''
1450,@TheIJR,"""while the democrats rejected the legitimacy of trump’s presidency based on the oddities of the campaign, they ackn… https://t.co/rsui5ujsqy",-0.5,"`` democrats rejected legitimacy trump ’ presidency based oddities campaign , ackn…"
1451,@TheIJR,"""i would suggest he needs to understand the facts of the russian invasion of ukraine.""

https://t.co/h7uxp9iuja",-0.5,`` would suggest needs understand facts russian invasion ukraine . ''
1452,@TheIJR,"“dog whistle, much?”

https://t.co/etftxpaacq",-0.5,"“ dog whistle , much ? ”"
1453,@TheIJR,"“she’s very afraid about being left and forgotten in russia, or just completely used to the point of her detriment.… https://t.co/und7zrntn2",-0.5,"“ ’ afraid left forgotten russia , completely used point detriment.…"
1454,@TheIJR,"“everyone who isn’t a homophobic weirdo should go see bros tonight! you will have a blast!”

https://t.co/e8bsjrczuu",-0.5,“ everyone ’ homophobic weirdo go see bros tonight ! blast ! ”
1455,@TheIJR,"what do you think about this?

https://t.co/qdnl1h7oy3",-0.5,think ?
1456,@TheIJR,"“some people are glad an adult showed up.""

https://t.co/hqeylujnre",-0.5,“ people glad adult showed . ''
1457,@TheIJR,"what do you think about this story?

https://t.co/tozo74atyw",-0.5,think story ?
1458,@TheIJR,would this be a good idea? https://t.co/io9oek85aj,-0.5,would good idea ?
1459,@TheIJR,the date of king charles iii’s coronation has been set. https://t.co/99rhhtfkk6,-0.5,date king charles iii ’ coronation set .
1460,@TheIJR,"""my thoughts and prayers go out to paula’s family and friends during this difficult time."" https://t.co/qmauxdjbav",-0.5,`` thoughts prayers go paula ’ family friends difficult time . ''
1461,@TheIJR,do you want trump to run again? https://t.co/h1sih03blv,-0.5,want trump run ?
1462,@TheIJR,she did not hold back. https://t.co/zn1oypxaob,-0.5,hold back .
1463,@TheIJR,what do you think of this? https://t.co/f4gm5uvu3m,-0.5,think ?
1464,@TheIJR,“and you can’t argue with your brothers outside the house.” https://t.co/k4k0ncr5iq,-0.5,“ ’ argue brothers outside house . ”
1465,@TheIJR,"""you have a big battery, a big vehicle and if every spot had an electric vehicle all drawing energy that the price… https://t.co/txnejcjnyz",-0.5,"`` big battery , big vehicle every spot electric vehicle drawing energy price…"
1466,@TheIJR,"""so crist is totally, totally defanged."" https://t.co/axhpc8ka7x",-0.5,"`` crist totally , totally defanged . ''"
1467,@TheIJR,'in other words: talk to the palm.' https://t.co/yolrhb4uzw,-0.5,'in words : talk palm . '
1468,@TheIJR,harris’ motorcade was involved in a car accident. https://t.co/ppdmdcmadu,-0.5,harris ’ motorcade involved car accident .
1469,@TheIJR,"""we lost an awful lot of it.”

https://t.co/hvfvgsqke0",-0.5,`` lost awful lot . ”
1470,@TheIJR,"i’m crushing big-time, daphne. what do i do? what do i say?”

https://t.co/racbqbnfjx",-0.5,"’ crushing big-time , daphne . ? say ? ”"
1471,@TheIJR,"""we don’t know if it’s a person or two or three.""

https://t.co/kxgrbyxo1s",-0.5,`` ’ know ’ person two three . ''
1472,@TheIJR,"the only things working during the ordeal were the windshield wipers and the hazard lights.

https://t.co/75niugia5l",-0.5,things working ordeal windshield wipers hazard lights .
1473,@TheIJR,"“buying twitter is an accelerant to creating x, the everything app.""

https://t.co/ef7hoin5d1",-0.5,"“ buying twitter accelerant creating x , everything app . ''"
1474,@TheIJR,"""the momentum is on our side. we will make history.""

https://t.co/gi3fqaoz7d",-0.5,`` momentum side . make history . ''
1475,@TheIJR,"is this a good move?

https://t.co/f7g2a4l0ey",-0.5,good move ?
1476,@TheIJR,"“i’m going to be a mom… and not just of one, but of two.""

https://t.co/wbzx1lhiju",-0.5,"“ ’ going mom… one , two . ''"
1477,@TheIJR,"""our case will be dismissed.”

https://t.co/gszlqieavk",-0.5,`` case dismissed . ”
